body, x, y, z
jupiter,3.1509,3.8653,-0.0867
saturn,-8.7705,-4.2845,0.4236
uranus,19.9968,1.7156,-0.2532
neptune,26.2126,-14.5504,-0.3038
sun,0.0057,-0.0037,-0.0002
jupiter,3.1291,3.8840,-0.0863
saturn,-8.7627,-4.3028,0.4236
uranus,19.9955,1.7293,-0.2531
neptune,26.2181,-14.5403,-0.3041
sun,0.0057,-0.0037,-0.0002
jupiter,3.1072,3.9026,-0.0859
saturn,-8.7549,-4.3210,0.4236
uranus,19.9941,1.7430,-0.2530
neptune,26.2236,-14.5301,-0.3045
sun,0.0057,-0.0038,-0.0002
jupiter,3.0852,3.9210,-0.0854
saturn,-8.7470,-4.3393,0.4236
uranus,19.9928,1.7566,-0.2529
neptune,26.2291,-14.5200,-0.3048
sun,0.0057,-0.0038,-0.0002
jupiter,3.0631,3.9394,-0.0850
saturn,-8.7391,-4.3575,0.4236
uranus,19.9915,1.7703,-0.2529
neptune,26.2346,-14.5099,-0.3051
sun,0.0057,-0.0038,-0.0002
jupiter,3.0409,3.9576,-0.0846
saturn,-8.7311,-4.3757,0.4236
uranus,19.9901,1.7840,-0.2528
neptune,26.2400,-14.4998,-0.3055
sun,0.0058,-0.0038,-0.0002
jupiter,3.0186,3.9756,-0.0842
saturn,-8.7231,-4.3939,0.4236
uranus,19.9887,1.7976,-0.2527
neptune,26.2455,-14.4896,-0.3058
sun,0.0058,-0.0038,-0.0002
jupiter,2.9962,3.9936,-0.0837
saturn,-8.7151,-4.4121,0.4236
uranus,19.9874,1.8113,-0.2527
neptune,26.2510,-14.4795,-0.3061
sun,0.0058,-0.0038,-0.0002
jupiter,2.9737,4.0114,-0.0833
saturn,-8.7070,-4.4302,0.4236
uranus,19.9860,1.8250,-0.2526
neptune,26.2565,-14.4694,-0.3065
sun,0.0058,-0.0038,-0.0002
jupiter,2.9511,4.0291,-0.0829
saturn,-8.6989,-4.4484,0.4236
uranus,19.9846,1.8386,-0.2525
neptune,26.2619,-14.4592,-0.3068
sun,0.0058,-0.0038,-0.0002
jupiter,2.9284,4.0467,-0.0825
saturn,-8.6908,-4.4665,0.4236
uranus,19.9832,1.8523,-0.2525
neptune,26.2674,-14.4491,-0.3071
sun,0.0058,-0.0039,-0.0002
jupiter,2.9056,4.0641,-0.0820
saturn,-8.6826,-4.4846,0.4236
uranus,19.9817,1.8660,-0.2524
neptune,26.2728,-14.4389,-0.3075
sun,0.0059,-0.0039,-0.0002
jupiter,2.8828,4.0814,-0.0816
saturn,-8.6744,-4.5027,0.4236
uranus,19.9803,1.8796,-0.2523
neptune,26.2783,-14.4288,-0.3078
sun,0.0059,-0.0039,-0.0002
jupiter,2.8598,4.0986,-0.0811
saturn,-8.6661,-4.5207,0.4236
uranus,19.9789,1.8933,-0.2523
neptune,26.2838,-14.4187,-0.3082
sun,0.0059,-0.0039,-0.0002
jupiter,2.8368,4.1157,-0.0807
saturn,-8.6578,-4.5388,0.4235
uranus,19.9774,1.9069,-0.2522
neptune,26.2892,-14.4085,-0.3085
sun,0.0059,-0.0039,-0.0002
jupiter,2.8136,4.1326,-0.0802
saturn,-8.6495,-4.5568,0.4235
uranus,19.9760,1.9206,-0.2521
neptune,26.2946,-14.3984,-0.3088
sun,0.0059,-0.0039,-0.0002
jupiter,2.7904,4.1494,-0.0798
saturn,-8.6411,-4.5748,0.4235
uranus,19.9745,1.9343,-0.2521
neptune,26.3001,-14.3882,-0.3092
sun,0.0060,-0.0039,-0.0002
jupiter,2.7671,4.1660,-0.0793
saturn,-8.6327,-4.5928,0.4235
uranus,19.9730,1.9479,-0.2520
neptune,26.3055,-14.3780,-0.3095
sun,0.0060,-0.0039,-0.0002
jupiter,2.7437,4.1826,-0.0789
saturn,-8.6243,-4.6107,0.4235
uranus,19.9716,1.9616,-0.2519
neptune,26.3109,-14.3679,-0.3098
sun,0.0060,-0.0040,-0.0002
jupiter,2.7202,4.1990,-0.0784
saturn,-8.6158,-4.6287,0.4234
uranus,19.9701,1.9752,-0.2518
neptune,26.3164,-14.3577,-0.3102
sun,0.0060,-0.0040,-0.0002
jupiter,2.6966,4.2152,-0.0780
saturn,-8.6073,-4.6466,0.4234
uranus,19.9686,1.9889,-0.2518
neptune,26.3218,-14.3476,-0.3105
sun,0.0060,-0.0040,-0.0002
jupiter,2.6730,4.2314,-0.0775
saturn,-8.5988,-4.6645,0.4234
uranus,19.9670,2.0025,-0.2517
neptune,26.3272,-14.3374,-0.3108
sun,0.0061,-0.0040,-0.0002
jupiter,2.6492,4.2474,-0.0770
saturn,-8.5902,-4.6824,0.4233
uranus,19.9655,2.0162,-0.2516
neptune,26.3326,-14.3272,-0.3112
sun,0.0061,-0.0040,-0.0002
jupiter,2.6254,4.2632,-0.0766
saturn,-8.5816,-4.7002,0.4233
uranus,19.9640,2.0298,-0.2516
neptune,26.3381,-14.3171,-0.3115
sun,0.0061,-0.0040,-0.0002
jupiter,2.6015,4.2790,-0.0761
saturn,-8.5729,-4.7181,0.4233
uranus,19.9624,2.0435,-0.2515
neptune,26.3435,-14.3069,-0.3118
sun,0.0061,-0.0040,-0.0002
jupiter,2.5775,4.2946,-0.0756
saturn,-8.5642,-4.7359,0.4232
uranus,19.9609,2.0571,-0.2514
neptune,26.3489,-14.2967,-0.3122
sun,0.0061,-0.0040,-0.0002
jupiter,2.5534,4.3100,-0.0752
saturn,-8.5555,-4.7537,0.4232
uranus,19.9593,2.0708,-0.2514
neptune,26.3543,-14.2866,-0.3125
sun,0.0062,-0.0040,-0.0002
jupiter,2.5293,4.3253,-0.0747
saturn,-8.5467,-4.7715,0.4232
uranus,19.9578,2.0844,-0.2513
neptune,26.3597,-14.2764,-0.3128
sun,0.0062,-0.0041,-0.0002
jupiter,2.5051,4.3405,-0.0742
saturn,-8.5379,-4.7893,0.4231
uranus,19.9562,2.0981,-0.2512
neptune,26.3651,-14.2662,-0.3132
sun,0.0062,-0.0041,-0.0002
jupiter,2.4808,4.3556,-0.0737
saturn,-8.5291,-4.8070,0.4231
uranus,19.9546,2.1117,-0.2511
neptune,26.3704,-14.2560,-0.3135
sun,0.0062,-0.0041,-0.0002
jupiter,2.4564,4.3705,-0.0732
saturn,-8.5202,-4.8247,0.4230
uranus,19.9530,2.1254,-0.2511
neptune,26.3758,-14.2458,-0.3138
sun,0.0062,-0.0041,-0.0002
jupiter,2.4319,4.3853,-0.0727
saturn,-8.5113,-4.8425,0.4230
uranus,19.9514,2.1390,-0.2510
neptune,26.3812,-14.2357,-0.3142
sun,0.0063,-0.0041,-0.0002
jupiter,2.4074,4.3999,-0.0723
saturn,-8.5024,-4.8601,0.4229
uranus,19.9497,2.1526,-0.2509
neptune,26.3866,-14.2255,-0.3145
sun,0.0063,-0.0041,-0.0002
jupiter,2.3828,4.4144,-0.0718
saturn,-8.4934,-4.8778,0.4229
uranus,19.9481,2.1663,-0.2509
neptune,26.3920,-14.2153,-0.3148
sun,0.0063,-0.0041,-0.0002
jupiter,2.3581,4.4288,-0.0713
saturn,-8.4844,-4.8954,0.4228
uranus,19.9465,2.1799,-0.2508
neptune,26.3973,-14.2051,-0.3152
sun,0.0063,-0.0041,-0.0002
jupiter,2.3333,4.4430,-0.0708
saturn,-8.4754,-4.9131,0.4228
uranus,19.9448,2.1936,-0.2507
neptune,26.4027,-14.1949,-0.3155
sun,0.0063,-0.0041,-0.0002
jupiter,2.3085,4.4571,-0.0703
saturn,-8.4663,-4.9307,0.4227
uranus,19.9432,2.2072,-0.2506
neptune,26.4081,-14.1847,-0.3158
sun,0.0064,-0.0041,-0.0002
jupiter,2.2836,4.4711,-0.0698
saturn,-8.4572,-4.9483,0.4227
uranus,19.9415,2.2208,-0.2506
neptune,26.4134,-14.1745,-0.3162
sun,0.0064,-0.0042,-0.0002
jupiter,2.2586,4.4849,-0.0693
saturn,-8.4480,-4.9658,0.4226
uranus,19.9398,2.2345,-0.2505
neptune,26.4188,-14.1643,-0.3165
sun,0.0064,-0.0042,-0.0002
jupiter,2.2336,4.4986,-0.0688
saturn,-8.4388,-4.9834,0.4226
uranus,19.9381,2.2481,-0.2504
neptune,26.4241,-14.1541,-0.3168
sun,0.0064,-0.0042,-0.0002
jupiter,2.2084,4.5121,-0.0683
saturn,-8.4296,-5.0009,0.4225
uranus,19.9364,2.2617,-0.2503
neptune,26.4295,-14.1439,-0.3172
sun,0.0065,-0.0042,-0.0002
jupiter,2.1833,4.5255,-0.0678
saturn,-8.4203,-5.0184,0.4224
uranus,19.9347,2.2754,-0.2503
neptune,26.4348,-14.1337,-0.3175
sun,0.0065,-0.0042,-0.0002
jupiter,2.1580,4.5387,-0.0673
saturn,-8.4110,-5.0359,0.4224
uranus,19.9330,2.2890,-0.2502
neptune,26.4402,-14.1235,-0.3178
sun,0.0065,-0.0042,-0.0002
jupiter,2.1327,4.5518,-0.0667
saturn,-8.4017,-5.0533,0.4223
uranus,19.9313,2.3026,-0.2501
neptune,26.4455,-14.1133,-0.3182
sun,0.0065,-0.0042,-0.0002
jupiter,2.1073,4.5648,-0.0662
saturn,-8.3923,-5.0708,0.4222
uranus,19.9295,2.3163,-0.2501
neptune,26.4508,-14.1031,-0.3185
sun,0.0065,-0.0042,-0.0002
jupiter,2.0819,4.5776,-0.0657
saturn,-8.3829,-5.0882,0.4221
uranus,19.9278,2.3299,-0.2500
neptune,26.4561,-14.0929,-0.3188
sun,0.0066,-0.0042,-0.0002
jupiter,2.0564,4.5903,-0.0652
saturn,-8.3735,-5.1056,0.4221
uranus,19.9260,2.3435,-0.2499
neptune,26.4615,-14.0826,-0.3192
sun,0.0066,-0.0042,-0.0002
jupiter,2.0308,4.6029,-0.0647
saturn,-8.3640,-5.1229,0.4220
uranus,19.9242,2.3571,-0.2498
neptune,26.4668,-14.0724,-0.3195
sun,0.0066,-0.0042,-0.0002
jupiter,2.0051,4.6153,-0.0642
saturn,-8.3545,-5.1403,0.4219
uranus,19.9225,2.3708,-0.2498
neptune,26.4721,-14.0622,-0.3198
sun,0.0066,-0.0042,-0.0002
jupiter,1.9794,4.6275,-0.0636
saturn,-8.3450,-5.1576,0.4218
uranus,19.9207,2.3844,-0.2497
neptune,26.4774,-14.0520,-0.3201
sun,0.0066,-0.0043,-0.0002
jupiter,1.9537,4.6396,-0.0631
saturn,-8.3354,-5.1749,0.4218
uranus,19.9189,2.3980,-0.2496
neptune,26.4827,-14.0418,-0.3205
sun,0.0067,-0.0043,-0.0002
jupiter,1.9279,4.6516,-0.0626
saturn,-8.3258,-5.1922,0.4217
uranus,19.9171,2.4116,-0.2495
neptune,26.4880,-14.0315,-0.3208
sun,0.0067,-0.0043,-0.0002
jupiter,1.9020,4.6634,-0.0620
saturn,-8.3162,-5.2095,0.4216
uranus,19.9153,2.4252,-0.2495
neptune,26.4933,-14.0213,-0.3211
sun,0.0067,-0.0043,-0.0002
jupiter,1.8760,4.6751,-0.0615
saturn,-8.3065,-5.2267,0.4215
uranus,19.9134,2.4389,-0.2494
neptune,26.4986,-14.0111,-0.3215
sun,0.0067,-0.0043,-0.0002
jupiter,1.8500,4.6866,-0.0610
saturn,-8.2968,-5.2439,0.4214
uranus,19.9116,2.4525,-0.2493
neptune,26.5039,-14.0008,-0.3218
sun,0.0068,-0.0043,-0.0003
jupiter,1.8240,4.6980,-0.0604
saturn,-8.2870,-5.2611,0.4213
uranus,19.9097,2.4661,-0.2492
neptune,26.5092,-13.9906,-0.3221
sun,0.0068,-0.0043,-0.0003
jupiter,1.7979,4.7093,-0.0599
saturn,-8.2773,-5.2783,0.4212
uranus,19.9079,2.4797,-0.2492
neptune,26.5145,-13.9804,-0.3225
sun,0.0068,-0.0043,-0.0003
jupiter,1.7717,4.7204,-0.0594
saturn,-8.2674,-5.2955,0.4211
uranus,19.9060,2.4933,-0.2491
neptune,26.5198,-13.9701,-0.3228
sun,0.0068,-0.0043,-0.0003
jupiter,1.7455,4.7313,-0.0588
saturn,-8.2576,-5.3126,0.4211
uranus,19.9041,2.5069,-0.2490
neptune,26.5250,-13.9599,-0.3231
sun,0.0068,-0.0043,-0.0003
jupiter,1.7192,4.7421,-0.0583
saturn,-8.2477,-5.3297,0.4210
uranus,19.9023,2.5205,-0.2489
neptune,26.5303,-13.9497,-0.3235
sun,0.0069,-0.0043,-0.0003
jupiter,1.6929,4.7528,-0.0577
saturn,-8.2378,-5.3468,0.4209
uranus,19.9004,2.5341,-0.2489
neptune,26.5356,-13.9394,-0.3238
sun,0.0069,-0.0043,-0.0003
jupiter,1.6665,4.7633,-0.0572
saturn,-8.2278,-5.3639,0.4208
uranus,19.8985,2.5478,-0.2488
neptune,26.5409,-13.9292,-0.3241
sun,0.0069,-0.0043,-0.0003
jupiter,1.6401,4.7737,-0.0566
saturn,-8.2178,-5.3809,0.4207
uranus,19.8965,2.5614,-0.2487
neptune,26.5461,-13.9189,-0.3245
sun,0.0069,-0.0043,-0.0003
jupiter,1.6136,4.7839,-0.0561
saturn,-8.2078,-5.3979,0.4206
uranus,19.8946,2.5750,-0.2486
neptune,26.5514,-13.9087,-0.3248
sun,0.0070,-0.0043,-0.0003
jupiter,1.5871,4.7940,-0.0555
saturn,-8.1978,-5.4150,0.4205
uranus,19.8927,2.5886,-0.2486
neptune,26.5566,-13.8984,-0.3251
sun,0.0070,-0.0044,-0.0003
jupiter,1.5605,4.8039,-0.0550
saturn,-8.1877,-5.4319,0.4203
uranus,19.8907,2.6022,-0.2485
neptune,26.5619,-13.8882,-0.3255
sun,0.0070,-0.0044,-0.0003
jupiter,1.5339,4.8137,-0.0544
saturn,-8.1775,-5.4489,0.4202
uranus,19.8888,2.6158,-0.2484
neptune,26.5671,-13.8779,-0.3258
sun,0.0070,-0.0044,-0.0003
jupiter,1.5072,4.8234,-0.0539
saturn,-8.1674,-5.4658,0.4201
uranus,19.8868,2.6294,-0.2483
neptune,26.5724,-13.8676,-0.3261
sun,0.0070,-0.0044,-0.0003
jupiter,1.4805,4.8328,-0.0533
saturn,-8.1572,-5.4827,0.4200
uranus,19.8849,2.6430,-0.2483
neptune,26.5776,-13.8574,-0.3265
sun,0.0071,-0.0044,-0.0003
jupiter,1.4537,4.8422,-0.0528
saturn,-8.1470,-5.4996,0.4199
uranus,19.8829,2.6566,-0.2482
neptune,26.5828,-13.8471,-0.3268
sun,0.0071,-0.0044,-0.0003
jupiter,1.4269,4.8514,-0.0522
saturn,-8.1367,-5.5165,0.4198
uranus,19.8809,2.6702,-0.2481
neptune,26.5881,-13.8369,-0.3271
sun,0.0071,-0.0044,-0.0003
jupiter,1.4001,4.8604,-0.0516
saturn,-8.1264,-5.5333,0.4197
uranus,19.8789,2.6838,-0.2480
neptune,26.5933,-13.8266,-0.3275
sun,0.0071,-0.0044,-0.0003
jupiter,1.3732,4.8693,-0.0511
saturn,-8.1161,-5.5501,0.4195
uranus,19.8769,2.6974,-0.2480
neptune,26.5985,-13.8163,-0.3278
sun,0.0072,-0.0044,-0.0003
jupiter,1.3462,4.8781,-0.0505
saturn,-8.1057,-5.5669,0.4194
uranus,19.8748,2.7110,-0.2479
neptune,26.6037,-13.8061,-0.3281
sun,0.0072,-0.0044,-0.0003
jupiter,1.3193,4.8867,-0.0499
saturn,-8.0953,-5.5837,0.4193
uranus,19.8728,2.7245,-0.2478
neptune,26.6089,-13.7958,-0.3284
sun,0.0072,-0.0044,-0.0003
jupiter,1.2923,4.8951,-0.0494
saturn,-8.0849,-5.6005,0.4192
uranus,19.8708,2.7381,-0.2477
neptune,26.6142,-13.7855,-0.3288
sun,0.0072,-0.0044,-0.0003
jupiter,1.2652,4.9034,-0.0488
saturn,-8.0744,-5.6172,0.4191
uranus,19.8687,2.7517,-0.2477
neptune,26.6194,-13.7752,-0.3291
sun,0.0072,-0.0044,-0.0003
jupiter,1.2381,4.9116,-0.0482
saturn,-8.0640,-5.6339,0.4189
uranus,19.8667,2.7653,-0.2476
neptune,26.6246,-13.7649,-0.3294
sun,0.0073,-0.0044,-0.0003
jupiter,1.2110,4.9196,-0.0476
saturn,-8.0534,-5.6506,0.4188
uranus,19.8646,2.7789,-0.2475
neptune,26.6298,-13.7547,-0.3298
sun,0.0073,-0.0044,-0.0003
jupiter,1.1838,4.9275,-0.0471
saturn,-8.0429,-5.6672,0.4187
uranus,19.8625,2.7925,-0.2474
neptune,26.6350,-13.7444,-0.3301
sun,0.0073,-0.0044,-0.0003
jupiter,1.1566,4.9352,-0.0465
saturn,-8.0323,-5.6839,0.4185
uranus,19.8604,2.8061,-0.2473
neptune,26.6401,-13.7341,-0.3304
sun,0.0073,-0.0044,-0.0003
jupiter,1.1294,4.9427,-0.0459
saturn,-8.0216,-5.7005,0.4184
uranus,19.8583,2.8196,-0.2473
neptune,26.6453,-13.7238,-0.3308
sun,0.0074,-0.0044,-0.0003
jupiter,1.1021,4.9501,-0.0453
saturn,-8.0110,-5.7171,0.4183
uranus,19.8562,2.8332,-0.2472
neptune,26.6505,-13.7135,-0.3311
sun,0.0074,-0.0044,-0.0003
jupiter,1.0748,4.9574,-0.0448
saturn,-8.0003,-5.7336,0.4181
uranus,19.8541,2.8468,-0.2471
neptune,26.6557,-13.7032,-0.3314
sun,0.0074,-0.0044,-0.0003
jupiter,1.0475,4.9645,-0.0442
saturn,-7.9896,-5.7502,0.4180
uranus,19.8520,2.8604,-0.2470
neptune,26.6609,-13.6929,-0.3318
sun,0.0074,-0.0044,-0.0003
jupiter,1.0201,4.9715,-0.0436
saturn,-7.9788,-5.7667,0.4178
uranus,19.8498,2.8740,-0.2470
neptune,26.6660,-13.6826,-0.3321
sun,0.0075,-0.0044,-0.0003
jupiter,0.9927,4.9783,-0.0430
saturn,-7.9680,-5.7832,0.4177
uranus,19.8477,2.8875,-0.2469
neptune,26.6712,-13.6723,-0.3324
sun,0.0075,-0.0044,-0.0003
jupiter,0.9653,4.9849,-0.0424
saturn,-7.9572,-5.7996,0.4176
uranus,19.8455,2.9011,-0.2468
neptune,26.6764,-13.6620,-0.3327
sun,0.0075,-0.0045,-0.0003
jupiter,0.9378,4.9914,-0.0418
saturn,-7.9463,-5.8161,0.4174
uranus,19.8434,2.9147,-0.2467
neptune,26.6815,-13.6517,-0.3331
sun,0.0075,-0.0045,-0.0003
jupiter,0.9104,4.9978,-0.0412
saturn,-7.9354,-5.8325,0.4173
uranus,19.8412,2.9283,-0.2466
neptune,26.6867,-13.6414,-0.3334
sun,0.0075,-0.0045,-0.0003
jupiter,0.8828,5.0040,-0.0407
saturn,-7.9245,-5.8489,0.4171
uranus,19.8390,2.9418,-0.2466
neptune,26.6918,-13.6311,-0.3337
sun,0.0076,-0.0045,-0.0003
jupiter,0.8553,5.0101,-0.0401
saturn,-7.9135,-5.8653,0.4170
uranus,19.8368,2.9554,-0.2465
neptune,26.6970,-13.6208,-0.3341
sun,0.0076,-0.0045,-0.0003
jupiter,0.8277,5.0160,-0.0395
saturn,-7.9026,-5.8816,0.4168
uranus,19.8346,2.9690,-0.2464
neptune,26.7021,-13.6105,-0.3344
sun,0.0076,-0.0045,-0.0003
jupiter,0.8002,5.0217,-0.0389
saturn,-7.8915,-5.8980,0.4167
uranus,19.8324,2.9825,-0.2463
neptune,26.7073,-13.6002,-0.3347
sun,0.0076,-0.0045,-0.0003
jupiter,0.7725,5.0273,-0.0383
saturn,-7.8805,-5.9143,0.4165
uranus,19.8301,2.9961,-0.2462
neptune,26.7124,-13.5899,-0.3351
sun,0.0077,-0.0045,-0.0003
jupiter,0.7449,5.0328,-0.0377
saturn,-7.8694,-5.9305,0.4163
uranus,19.8279,3.0096,-0.2462
neptune,26.7175,-13.5796,-0.3354
sun,0.0077,-0.0045,-0.0003
jupiter,0.7173,5.0381,-0.0371
saturn,-7.8583,-5.9468,0.4162
uranus,19.8257,3.0232,-0.2461
neptune,26.7227,-13.5693,-0.3357
sun,0.0077,-0.0045,-0.0003
jupiter,0.6896,5.0432,-0.0365
saturn,-7.8471,-5.9630,0.4160
uranus,19.8234,3.0368,-0.2460
neptune,26.7278,-13.5589,-0.3361
sun,0.0077,-0.0045,-0.0003
jupiter,0.6619,5.0482,-0.0359
saturn,-7.8359,-5.9792,0.4158
uranus,19.8211,3.0503,-0.2459
neptune,26.7329,-13.5486,-0.3364
sun,0.0078,-0.0045,-0.0003
jupiter,0.6342,5.0531,-0.0353
saturn,-7.8247,-5.9954,0.4157
uranus,19.8189,3.0639,-0.2459
neptune,26.7380,-13.5383,-0.3367
sun,0.0078,-0.0045,-0.0003
jupiter,0.6064,5.0578,-0.0347
saturn,-7.8135,-6.0115,0.4155
uranus,19.8166,3.0774,-0.2458
neptune,26.7431,-13.5280,-0.3370
sun,0.0078,-0.0045,-0.0003
jupiter,0.5787,5.0623,-0.0341
saturn,-7.8022,-6.0277,0.4153
uranus,19.8143,3.0910,-0.2457
neptune,26.7483,-13.5177,-0.3374
sun,0.0078,-0.0045,-0.0003
jupiter,0.5509,5.0667,-0.0335
saturn,-7.7909,-6.0438,0.4152
uranus,19.8120,3.1045,-0.2456
neptune,26.7534,-13.5073,-0.3377
sun,0.0078,-0.0045,-0.0003
jupiter,0.5231,5.0710,-0.0329
saturn,-7.7795,-6.0599,0.4150
uranus,19.8097,3.1181,-0.2455
neptune,26.7585,-13.4970,-0.3380
sun,0.0079,-0.0045,-0.0003
jupiter,0.4953,5.0751,-0.0323
saturn,-7.7682,-6.0759,0.4148
uranus,19.8073,3.1316,-0.2455
neptune,26.7636,-13.4867,-0.3384
sun,0.0079,-0.0045,-0.0003
jupiter,0.4675,5.0790,-0.0317
saturn,-7.7568,-6.0919,0.4147
uranus,19.8050,3.1452,-0.2454
neptune,26.7686,-13.4763,-0.3387
sun,0.0079,-0.0045,-0.0003
jupiter,0.4397,5.0828,-0.0311
saturn,-7.7453,-6.1079,0.4145
uranus,19.8027,3.1587,-0.2453
neptune,26.7737,-13.4660,-0.3390
sun,0.0079,-0.0045,-0.0003
jupiter,0.4118,5.0865,-0.0305
saturn,-7.7338,-6.1239,0.4143
uranus,19.8003,3.1723,-0.2452
neptune,26.7788,-13.4557,-0.3393
sun,0.0080,-0.0045,-0.0003
jupiter,0.3840,5.0900,-0.0298
saturn,-7.7223,-6.1399,0.4141
uranus,19.7980,3.1858,-0.2451
neptune,26.7839,-13.4453,-0.3397
sun,0.0080,-0.0045,-0.0003
jupiter,0.3561,5.0933,-0.0292
saturn,-7.7108,-6.1558,0.4139
uranus,19.7956,3.1994,-0.2450
neptune,26.7890,-13.4350,-0.3400
sun,0.0080,-0.0045,-0.0003
jupiter,0.3282,5.0965,-0.0286
saturn,-7.6992,-6.1717,0.4138
uranus,19.7932,3.2129,-0.2450
neptune,26.7941,-13.4246,-0.3403
sun,0.0080,-0.0045,-0.0003
jupiter,0.3004,5.0996,-0.0280
saturn,-7.6876,-6.1876,0.4136
uranus,19.7908,3.2264,-0.2449
neptune,26.7991,-13.4143,-0.3407
sun,0.0081,-0.0045,-0.0003
jupiter,0.2725,5.1024,-0.0274
saturn,-7.6760,-6.2034,0.4134
uranus,19.7884,3.2400,-0.2448
neptune,26.8042,-13.4039,-0.3410
sun,0.0081,-0.0045,-0.0003
jupiter,0.2446,5.1052,-0.0268
saturn,-7.6643,-6.2193,0.4132
uranus,19.7860,3.2535,-0.2447
neptune,26.8092,-13.3936,-0.3413
sun,0.0081,-0.0045,-0.0003
jupiter,0.2167,5.1078,-0.0262
saturn,-7.6527,-6.2351,0.4130
uranus,19.7836,3.2670,-0.2446
neptune,26.8143,-13.3832,-0.3417
sun,0.0081,-0.0045,-0.0003
jupiter,0.1887,5.1102,-0.0256
saturn,-7.6409,-6.2509,0.4128
uranus,19.7812,3.2806,-0.2446
neptune,26.8194,-13.3729,-0.3420
sun,0.0081,-0.0045,-0.0003
jupiter,0.1608,5.1125,-0.0249
saturn,-7.6292,-6.2666,0.4126
uranus,19.7787,3.2941,-0.2445
neptune,26.8244,-13.3625,-0.3423
sun,0.0082,-0.0045,-0.0003
jupiter,0.1329,5.1146,-0.0243
saturn,-7.6174,-6.2823,0.4124
uranus,19.7763,3.3076,-0.2444
neptune,26.8295,-13.3522,-0.3426
sun,0.0082,-0.0045,-0.0003
jupiter,0.1050,5.1166,-0.0237
saturn,-7.6056,-6.2980,0.4122
uranus,19.7738,3.3212,-0.2443
neptune,26.8345,-13.3418,-0.3430
sun,0.0082,-0.0045,-0.0003
jupiter,0.0770,5.1185,-0.0231
saturn,-7.5937,-6.3137,0.4120
uranus,19.7713,3.3347,-0.2442
neptune,26.8395,-13.3314,-0.3433
sun,0.0082,-0.0045,-0.0003
jupiter,0.0491,5.1202,-0.0225
saturn,-7.5818,-6.3294,0.4118
uranus,19.7689,3.3482,-0.2442
neptune,26.8446,-13.3211,-0.3436
sun,0.0083,-0.0045,-0.0003
jupiter,0.0212,5.1217,-0.0219
saturn,-7.5699,-6.3450,0.4116
uranus,19.7664,3.3617,-0.2441
neptune,26.8496,-13.3107,-0.3440
sun,0.0083,-0.0045,-0.0003
jupiter,-0.0068,5.1231,-0.0212
saturn,-7.5580,-6.3606,0.4114
uranus,19.7639,3.3752,-0.2440
neptune,26.8546,-13.3003,-0.3443
sun,0.0083,-0.0045,-0.0003
jupiter,-0.0347,5.1243,-0.0206
saturn,-7.5460,-6.3761,0.4112
uranus,19.7614,3.3888,-0.2439
neptune,26.8596,-13.2900,-0.3446
sun,0.0083,-0.0045,-0.0003
jupiter,-0.0626,5.1254,-0.0200
saturn,-7.5340,-6.3917,0.4110
uranus,19.7588,3.4023,-0.2438
neptune,26.8647,-13.2796,-0.3449
sun,0.0084,-0.0045,-0.0003
jupiter,-0.0906,5.1263,-0.0194
saturn,-7.5220,-6.4072,0.4108
uranus,19.7563,3.4158,-0.2437
neptune,26.8697,-13.2692,-0.3453
sun,0.0084,-0.0044,-0.0003
jupiter,-0.1185,5.1271,-0.0188
saturn,-7.5099,-6.4227,0.4106
uranus,19.7538,3.4293,-0.2437
neptune,26.8747,-13.2588,-0.3456
sun,0.0084,-0.0044,-0.0003
jupiter,-0.1464,5.1277,-0.0181
saturn,-7.4978,-6.4382,0.4104
uranus,19.7512,3.4428,-0.2436
neptune,26.8797,-13.2485,-0.3459
sun,0.0084,-0.0044,-0.0003
jupiter,-0.1743,5.1282,-0.0175
saturn,-7.4857,-6.4536,0.4101
uranus,19.7487,3.4563,-0.2435
neptune,26.8847,-13.2381,-0.3463
sun,0.0084,-0.0044,-0.0003
jupiter,-0.2022,5.1286,-0.0169
saturn,-7.4735,-6.4690,0.4099
uranus,19.7461,3.4698,-0.2434
neptune,26.8897,-13.2277,-0.3466
sun,0.0085,-0.0044,-0.0003
jupiter,-0.2301,5.1288,-0.0163
saturn,-7.4613,-6.4844,0.4097
uranus,19.7435,3.4833,-0.2433
neptune,26.8947,-13.2173,-0.3469
sun,0.0085,-0.0044,-0.0003
jupiter,-0.2580,5.1288,-0.0156
saturn,-7.4491,-6.4998,0.4095
uranus,19.7410,3.4968,-0.2432
neptune,26.8997,-13.2069,-0.3472
sun,0.0085,-0.0044,-0.0003
jupiter,-0.2859,5.1287,-0.0150
saturn,-7.4369,-6.5151,0.4093
uranus,19.7384,3.5103,-0.2432
neptune,26.9047,-13.1965,-0.3476
sun,0.0085,-0.0044,-0.0003
jupiter,-0.3138,5.1284,-0.0144
saturn,-7.4246,-6.5304,0.4090
uranus,19.7358,3.5238,-0.2431
neptune,26.9096,-13.1862,-0.3479
sun,0.0086,-0.0044,-0.0003
jupiter,-0.3417,5.1280,-0.0138
saturn,-7.4123,-6.5457,0.4088
uranus,19.7331,3.5373,-0.2430
neptune,26.9146,-13.1758,-0.3482
sun,0.0086,-0.0044,-0.0003
jupiter,-0.3696,5.1275,-0.0131
saturn,-7.3999,-6.5609,0.4086
uranus,19.7305,3.5508,-0.2429
